,author,birth,death,race_eth,education,institution,birthplace,temp,country,state,city,_merge,prestigious,prestige
548,Jean Stafford,1915,1979,American,Undergrad ,University of Colorado,"Ann Arbor, MI, USA","['Ann Arbor', ' MI', ' USA']",USA,MI,Ann Arbor,both,False,Other
549,Louis Auchincloss,1917,2010,American,None,None,"Lawrence, MA, USA","['Lawrence', ' MA', ' USA']",USA,MA,Lawrence,both,False,Other
550,Carl Jonas,1793,1860,Swedish,None,None,,,,,,both,False,Other
551,Francis Van Wyck Mason,1906,1978,American,Undergrad ,Harvard University,"Boston, MA, USA","['Boston', ' MA', ' USA']",USA,MA,Boston,both,True,Top School
552,Daphne Rooke,1925,2018,South African,Undergrad ,University of Cape Town,"Bristol, England, UK","['Bristol', ' England', ' UK']",United Kingdom,,Bristol,both,False,Other
553,Ernestine Gilbreth Carey,1885,1972,American,Undergrad ,Simmons College,"Pawtucket, RI, USA","['Pawtucket', ' RI', ' USA']",USA,RI,Pawtucket,both,False,Other
554,Louis Kronenberger,1904,1980,American,Graduate,University of Michigan,"New York City, NY, USA","['New York City', ' NY', ' USA']",USA,NY,New York City,both,False,Other
555,Paul Hyde Bonner,1864,1936,American,None,None,"Dunbar, PA, USA","['Dunbar', ' PA', ' USA']",USA,PA,Dunbar,both,False,Other
556,Mary McCarthy,1912,1989,American,Undergrad ,Vassar College,"Seattle, WA, USA","['Seattle', ' WA', ' USA']",USA,WA,Seattle,both,False,Other
557,Ira Morris,,None,None,None,None,,,,,,both,False,Other
558,Walter Baxter,1915,1990,White,Undergrad ,University of New Hampshire,"Newbury, Berkshire, England","['Newbury', ' Berkshire', ' England']",England,,Newbury,both,False,Other
559,Ralph Ellison,1914,1994,African American,Undergrad ,Oklahoma Baptist University,"Oklahoma City, OK, USA","['Oklahoma City', ' OK', ' USA']",USA,OK,Oklahoma City,both,False,Other
560,Edith Simon,1915,2010,Jewish,Graduate,University of New Mexico,"Frankfurt am Main, Germany","['Frankfurt am Main', ' Germany']",Germany,,Frankfurt am Main,both,False,Other
561,Cecil St. Laurent,1944,N/A,Afro-Caribbean,Undergrad ,University of the West Indies,,,,,,both,False,Other
562,Charles Mills,1951,N/A,African American,Graduate,University of Maryland,,,,,,both,False,Other
563,Hall Hunter,,N/A,None,None,None,,,,,,both,False,Other
564,Barnaby Conrad,1924,2013,American,Undergrad ,Stanford University,"Santa Barbara, CA, USA","['Santa Barbara', ' CA', ' USA']",USA,CA,Santa Barbara,both,False,Top School
565,Win Brooks,,None,None,None,None,,,,,,both,False,Other
566,Pamela Hansford Johnson,1912,1981,British,Graduate,University College London,"Birmingham, England, UK","['Birmingham', ' England', ' UK']",United Kingdom,,Birmingham,both,False,Other
567,Lael Tucker,1924,2003,White,Undergrad ,University of Florida,,,,,,both,False,Other
568,Robert Reynolds,,None,None,None,None,,,,,,both,False,Other
569,Giovannino Guareschi,1908,1968,Italian,None,None,"Fontanelle di Roccabianca, Emilia-Romagna, Italy","['Fontanelle di Roccabianca', ' Emilia-Romagna', ' Italy']",Italy,,Fontanelle di Roccabianca,both,False,Other
570,Frank O'Conner,1903,1966,Irish,None,None,"Cork, Ireland","['Cork', ' Ireland']",Ireland,,Cork,both,False,Other
571,Jan de Hartog,1914,2002,Dutch,None,None,"Haarlem, Netherlands","['Haarlem', ' Netherlands']",Netherlands,,Haarlem,both,False,Other
572,Pearl Schiff,1900,1990,Jewish,Undergrad ,Hunter College,,,,,,both,False,Other
573,Angus Wilson,1913,1991,British,Undergrad ,University of Cambridge,"Bexhill-on-Sea, East Sussex, England","['Bexhill-on-Sea', ' East Sussex', ' England']",England,,Bexhill-on-Sea,both,False,Other
574,H.F.M. Prescott,1896,1978,British,Undergrad ,University of Oxford,"Bradford, Yorkshire, England","['Bradford', ' Yorkshire', ' England']",England,,Bradford,both,False,Other
575,Mickey Spillane,1918,2006,American,None,None,"Brooklyn, NY, USA","['Brooklyn', ' NY', ' USA']",USA,NY,Brooklyn,both,False,Other
576,E.B. White,1899,1985,American,Undergrad ,Cornell University,"Mount Vernon, NY, USA","['Mount Vernon', ' NY', ' USA']",USA,NY,Mount Vernon,both,True,Top School
577,Madison Cooper,1910,1980,African American,Undergrad ,City College of New York,"Henderson, Kentucky, USA","['Henderson', ' Kentucky', ' USA']",USA,KY,Henderson,both,False,Other
578,May Sarton,1912,1995,Caucasian,Undergrad ,Radcliffe College,"W-Meet, Belgium","['W-Meet', ' Belgium']",Belgium,,W-Meet,both,False,Other
579,William Donohue Ellis,1951,N/A,American,Undergrad ,Loyola University Maryland,,,,,,both,False,Other
580,Robert Carson,,None,None,None,None,,,,,,both,False,Other
581,Cameron Hawley,1910,2002,American,Undergrad ,University of Washington,"Minneapolis, MN, USA","['Minneapolis', ' MN', ' USA']",USA,MN,Minneapolis,both,False,Other
582,Annemarie Selinko,1914,1999,Austrian,None,None,"Vienna, Austria-Hungary","['Vienna', ' Austria-Hungary']",Austria-Hungary,,Vienna,both,False,Other
583,John Phillips,1835,1874,American,None,None,"Salt Lake City, UT, USA","['Salt Lake City', ' UT', ' USA']",USA,UT,Salt Lake City,both,False,Other
584,Pamela Frankau,1911,1978,British,None,None,"London, England, UK","['London', ' England', ' UK']",United Kingdom,,London,both,False,Other
585,Theodore Morrison,1863,1950,None,Graduate,Harvard University,,,,,,both,True,Top School
586,Ovid Williams Pierce,1871,1948,African American,None,None,"Baton Rouge, LA, USA","['Baton Rouge', ' LA', ' USA']",USA,LA,Baton Rouge,both,False,Other
587,Jay Richard Kennedy,1934,2017,American,Undergrad ,None,"Wichita, KS, USA","['Wichita', ' KS', ' USA']",USA,KS,Wichita,both,False,Other
588,Storm Jameson,1891,1986,British,Undergrad ,University of Leeds,"Scarborough, Yorkshire, England","['Scarborough', ' Yorkshire', ' England']",England,,Scarborough,both,False,Other
589,Richard A. Wright,1908,1960,African American,Undergrad ,Chicago School of Social Service Administration,"Richard A. Wright, also known as Richard Wright, was born in Natchez, MS, USA.","['Richard A. Wright', ' also known as Richard Wright', ' was born in Natchez', ' MS', ' USA.']",USA,,Richard A. Wright,both,False,Other
590,Ilona Karmel,1923,2000,Polish-American,Graduate,University of Chicago,"Warsaw, Poland","['Warsaw', ' Poland']",Poland,,Warsaw,both,False,Top School
591,Warren Eyster,1951,N/A,Caucasian,Undergrad ,None,,,,,,both,False,Other
592,Oakley Hall,1920,2008,American,Undergrad ,University of California,"Sacramento, CA, USA","['Sacramento', ' CA', ' USA']",USA,CA,Sacramento,both,False,Other
593,Don Tracy,1902,1991,American,Undergrad ,University of Chicago,"Dickson City, PA, USA","['Dickson City', ' PA', ' USA']",USA,PA,Dickson City,both,False,Top School
594,Nikos Kazantzakis,1883,1957,Greek,Graduate,University of Paris,"Megala Krites, Crete, Greece","['Megala Krites', ' Crete', ' Greece']",Greece,,Megala Krites,both,False,Other
595,Ernest K. Gann,1910,1991,Caucasian,Undergrad ,University of Southern California,"Seymour, IN, USA","['Seymour', ' IN', ' USA']",USA,IN,Seymour,both,False,Other
596,Leon Uris,1924,2003,Jewish,Undergrad ,Columbia University,"Baltimore, MD, USA","['Baltimore', ' MD', ' USA']",USA,MD,Baltimore,both,True,Top School
597,F.W. Kenyon,1864,1942,None,Undergrad ,Harvard University,"Springfield, MA, USA","['Springfield', ' MA', ' USA']",USA,MA,Springfield,both,True,Top School
598,Rita Vercors,,None,None,None,None,,,,,,both,False,Other
599,Bertrand Russell,1872,1970,British,Graduate,University of Cambridge,"Trellech, Monmouthshire, Wales","['Trellech', ' Monmouthshire', ' Wales']",Wales,,Trellech,both,False,Other
600,Martin Dibner,,None,None,None,None,"New York City, NY, USA","['New York City', ' NY', ' USA']",USA,NY,New York City,both,False,Other
601,Seymour Shubin,1919,2006,American,Undergrad ,University of Pennsylvania,"New York City, NY, USA","['New York City', ' NY', ' USA']",USA,NY,New York City,both,True,Top School
602,Saul Bellow,1915,2005,Jewish,Graduate,Northwestern University,"Lachine, Quebec, Canada","['Lachine', ' Quebec', ' Canada']",Canada,,Lachine,both,False,Top School
603,Paul Wellman,1895,1966,American,Undergrad ,University of Kansas,"Bennett, Colorado, USA","['Bennett', ' Colorado', ' USA']",USA,CO,Bennett,both,False,Other
604,Charles Bracelen Flood,1924,2019,American,Undergrad ,University of Virginia,"Petersburg, VA, USA","['Petersburg', ' VA', ' USA']",USA,VA,Petersburg,both,False,Other
605,Andre Soubiran,1944,N/A,French,None,None,,,,,,both,False,Other
606,Phyllis Gordon Demarest,1883,1953,None,Undergrad ,University of Wisconsin-Madison,"Columbus, OH, USA","['Columbus', ' OH', ' USA']",USA,OH,Columbus,both,False,Other
607,Charles Wertenbaker,,N/A,White,Graduate,Harvard University,,,,,,both,True,Top School
608,Davis Grubb,1910,1980,Caucasian,Undergrad ,West Virginia University,"Mason, WV, USA","['Mason', ' WV', ' USA']",USA,WV,Mason,both,False,Other
609,Kenneth Dodson,,None,None,None,None,,,,,,both,False,Other
610,Joseph Hayes,1923,2006,White,Undergrad ,University of Kentucky,"Cincinnati, OH, USA","['Cincinnati', ' OH', ' USA']",USA,OH,Cincinnati,both,False,Other
611,Lucy Herndon Crockett,1881,1970,American,Undergrad ,University of Virginia,"Lynchburg, VA, USA","['Lynchburg', ' VA', ' USA']",USA,VA,Lynchburg,both,False,Other
612,Harriette Arnow,1908,1986,American,Undergrad ,University of Kentucky,"Lebanon, KY, USA","['Lebanon', ' KY', ' USA']",USA,KY,Lebanon,both,False,Other
613,Randall Jarrell,1914,1965,American,Undergrad ,Vanderbilt University,"Nashville, TN, USA","['Nashville', ' TN', ' USA']",USA,TN,Nashville,both,False,Other
614,William March,1893,1954,American,Undergrad ,University of California,"Macon, GA, USA","['Macon', ' GA', ' USA']",USA,GA,Macon,both,False,Other
615,Peter De Vries,1910,1993,White,Undergrad ,Calvin University,"Chicago, IL, USA","['Chicago', ' IL', ' USA']",USA,IL,Chicago,both,False,Other
616,Christopher Isherwood,1904,1986,English,Undergrad ,Pembroke College,"London, England, UK","['London', ' England', ' UK']",United Kingdom,,London,both,False,Other
617,Robert Tallant,1909,1980,None,Undergrad ,Louisiana State University,"New Orleans, LA, USA","['New Orleans', ' LA', ' USA']",USA,LA,New Orleans,both,False,Other
618,Igor Gouzenko,1919,1982,Russian,None,None,"Beshentsevo, Tver Oblast, Russia","['Beshentsevo', ' Tver Oblast', ' Russia']",Russia,,Beshentsevo,both,False,Other
619,Edwin Lanham,1915,1999,American,Undergrad ,University of Iowa,,,,,,both,False,Other
620,L.P. Hartley,1895,1972,English,Undergrad ,University of Cambridge,"Norwich, Norfolk, England","['Norwich', ' Norfolk', ' England']",England,,Norwich,both,False,Other
621,Frans G. Bengtsson,1894,1954,Swedish,None,None,"Malmö, Sweden","['Malmö', ' Sweden']",Sweden,,Malmö,both,False,Other
622,Richard Haydn,1905,1985,White,None,None,"Valleyfield, Quebec, Canada","['Valleyfield', ' Quebec', ' Canada']",Canada,,Valleyfield,both,False,Other
623,Dawn Powell,1896,1965,American,Undergrad ,Mount Holyoke College,"Mount Gilead, OH, USA","['Mount Gilead', ' OH', ' USA']",USA,OH,Mount Gilead,both,False,Other
624,Ernest Kellogg Gann,1910,1991,American,Undergrad ,University of Washington,"Seymour, IN, USA","['Seymour', ' IN', ' USA']",USA,IN,Seymour,both,False,Other
625,Mac Hyman,1912,1979,American,Undergrad ,University of Florida,"Atlanta, GA, USA","['Atlanta', ' GA', ' USA']",USA,GA,Atlanta,both,False,Other
626,Hamilton Basso,1904,1978,American,Undergrad ,Harvard University,"New Orleans, LA, USA","['New Orleans', ' LA', ' USA']",USA,LA,New Orleans,both,True,Top School
627,Frances Gray Patton,1882,1934,American,Undergrad ,Smith College,"Austin, TX, USA","['Austin', ' TX', ' USA']",USA,TX,Austin,both,False,Other
628,Frederick Manfred,1912,1994,White,Undergrad ,University of Minnesota,"Buffalo Center, IA, USA","['Buffalo Center', ' IA', ' USA']",USA,IA,Buffalo Center,both,False,Other
629,Marguerite Yourcenar,1903,1987,Belgian,Graduate,New York University,"Saint-Jean-de-Luz, Nouvelle-Aquitaine, France","['Saint-Jean-de-Luz', ' Nouvelle-Aquitaine', ' France']",France,,Saint-Jean-de-Luz,both,False,Other
630,Alan Lemay,1904,1977,American,None,None,"Burbank, CA, USA","['Burbank', ' CA', ' USA']",USA,CA,Burbank,both,False,Other
631,Don M. Mankiewicz,1922,2015,American,Undergrad ,University of California,"Los Angeles, CA, USA","['Los Angeles', ' CA', ' USA']",USA,CA,Los Angeles,both,False,Other
632,David Beaty,,None,None,None,None,,,,,,both,False,Other
633,Patrick Dennis,1926,1976,Caucasian,Undergrad ,Columbia University,"Evanston, IL, USA","['Evanston', ' IL', ' USA']",USA,IL,Evanston,both,True,Top School
634,John Phillips Marquand,1893,1960,American,Undergrad ,Harvard University,"Saratoga Springs, NY, USA","['Saratoga Springs', ' NY', ' USA']",USA,NY,Saratoga Springs,both,True,Top School
635,Laurens Van Der Post,1906,1996,Dutch,Graduate,University of Cape Town,"Germiston, Gauteng, South Africa","['Germiston', ' Gauteng', ' South Africa']",South Africa,,Germiston,both,False,Other
636,Francoise Sagan,1935,2004,French,None,None,"Cajarc, Occitanie, France","['Cajarc', ' Occitanie', ' France']",France,,Cajarc,both,False,Other
637,Edward L. Beach,1918,2006,American,Undergrad ,United States Naval Academy,"Evanston, IL, USA","['Evanston', ' IL', ' USA']",USA,IL,Evanston,both,False,Other
638,Nancy Hallinan,1941,N/A,White,Undergrad ,University of Illinois at Urbana-Champaign,,,,,,both,False,Other
639,Robert Ruark,1915,1965,American,Undergrad ,University of North Carolina at Chapel Hill,"Wronsky, NC, USA","['Wronsky', ' NC', ' USA']",USA,NC,Wronsky,both,False,Top School
640,Alice Walworth Graham,1870,1931,American,Undergrad ,Smith College,"Lake Forest, IL, USA","['Lake Forest', ' IL', ' USA']",USA,IL,Lake Forest,both,False,Other
641,Gretchen Finletter,1921,2006,None,Undergrad ,University of Pennsylvania,,,,,,both,True,Top School
642,Elizabeth Gray Vining,1902,1997,White,Undergrad ,Swarthmore College,"Philadelphia, PA, USA","['Philadelphia', ' PA', ' USA']",USA,PA,Philadelphia,both,False,Other
643,Kamala Markandaya,1924,2004,Indian,Undergrad ,University of Madras,"Karnataka, India","['Karnataka', ' India']",India,,Karnataka,both,False,Other
644,Dylan Thomas,1914,1953,Welsh,N/A,N/A,"Swansea, Wales, UK","['Swansea', ' Wales', ' UK']",United Kingdom,,Swansea,both,False,Other
645,Joseph Viertel,,None,None,None,None,,,,,,both,False,Other
646,Sloan Wilson,1920,2003,American,Undergrad ,Harvard University,"Norwalk, CT, USA","['Norwalk', ' CT', ' USA']",USA,CT,Norwalk,both,True,Top School
647,Lionel Shapiro,1905,1981,Jewish,Undergrad ,New York University,"Winnipeg, Manitoba, Canada","['Winnipeg', ' Manitoba', ' Canada']",Canada,,Winnipeg,both,False,Other
648,Patrick White,1912,1990,Australian,Undergrad ,University of Sydney,"London, England, UK","['London', ' England', ' UK']",United Kingdom,,London,both,False,Other
649,Al Morgan,,None,None,None,None,"Fargo, ND, USA","['Fargo', ' ND', ' USA']",USA,ND,Fargo,both,False,Other
650,P.H. Newby,1910,1997,British,Undergrad ,University of London,"London, England, UK","['London', ' England', ' UK']",United Kingdom,,London,both,False,Other
651,Thyra Ferre Bjorn,1890,1974,None,Undergrad ,University of Utah,"Mason City, IA, USA","['Mason City', ' IA', ' USA']",USA,IA,Mason City,both,False,Other
652,Anthony West,1880,1940,British,None,None,"Gillingham, Kent, England","['Gillingham', ' Kent', ' England']",England,,Gillingham,both,False,Other
653,Nigel Dennis,1912,1997,Welsh,Undergrad ,University College London,"Swansea, Wales, UK","['Swansea', ' Wales', ' UK']",United Kingdom,,Swansea,both,False,Other
654,Katherine Wigmore Eyre,1864,1942,American,Undergrad ,Vassar College,,,,,,both,False,Other
655,Alistair MacLean,1922,1987,Scottish,None,None,"Drumheller, Alberta, Canada","['Drumheller', ' Alberta', ' Canada']",Canada,,Drumheller,both,False,Other
656,Joy Packer,1923,2003,White,None,None,"Warrington, Cheshire, England","['Warrington', ' Cheshire', ' England']",England,,Warrington,both,False,Other
657,David Garnett,1892,1981,English,Undergrad ,New College,"Brighton, East Sussex, England","['Brighton', ' East Sussex', ' England']",England,,Brighton,both,False,Other
658,Edwin Gilbert,,None,None,None,None,,,,,,both,False,Other
659,Edwin O'Connor,1918,2000,Irish American,Undergrad ,Boston College,"Providence, RI, USA","['Providence', ' RI', ' USA']",USA,RI,Providence,both,False,Other
660,Mario Soldati,1906,1999,Italian,None,None,"Torino, Piemonte, Italy","['Torino', ' Piemonte', ' Italy']",Italy,,Torino,both,False,Other
661,Harold Sinclair,1898,1974,American,Undergrad ,University of Minnesota,"Grand Rapids, MI, USA","['Grand Rapids', ' MI', ' USA']",USA,MI,Grand Rapids,both,False,Other
662,A.M. Maughan,,N/A,None,None,None,,,,,,both,False,Other
663,Viña Delmar,1903,1999,Latina,Undergrad ,University of Iowa,"New York City, NY, USA","['New York City', ' NY', ' USA']",USA,NY,New York City,both,False,Other
664,Santha Rama Rau,1916,2009,Indian,Undergrad ,Wellesley College,"Madras, Tamil Nadu, India","['Madras', ' Tamil Nadu', ' India']",India,,Madras,both,False,Other
665,Willi Heinrich,1920,2005,German,None,None,"Nuremberg, Bavaria, Germany","['Nuremberg', ' Bavaria', ' Germany']",Germany,,Nuremberg,both,False,Other
666,Simone de Beauvoir,1908,1986,French,Graduate,Sorbonne University,"Paris, Île-de-France, France","['Paris', ' Île-de-France', ' France']",France,,Paris,both,False,Other
667,Eugene Burdick,1918,2001,American,Undergrad ,University of California,"St. Louis, MO, USA","['St. Louis', ' MO', ' USA']",USA,MO,St. Louis,both,False,Other
668,William Brinkley,1918,1993,American,Undergrad ,University of North Carolina at Chapel Hill,"Roselle, NJ, USA","['Roselle', ' NJ', ' USA']",USA,NJ,Roselle,both,False,Top School
